depth,permeability,porosity,Pozo
7689.0,19.2709,0.1137,well8
7689.5,19.1678,0.1134,well8
7690.0,16.9781,0.1108,well8
7690.5,12.9205,0.1052,well8
7691.0,7447,0.0842,well8
7691.5,2.2161,0.0461,well8
7692.0,0.0863,0.0181,well8
7692.5,0.0125,0.0072,well8
7693.0,2,3,well8
7693.5,0.0011,0.0025,well8
7694.0,2,0.0033,well8
7694.5,0.0041,0.0047,well8
7695.0,0.0109,0.0077,well8
7695.5,0.0352,0.0136,well8
7696.0,0.0715,0.0202,well8
7696.5,0.0976,0.0238,well8
7697.0,0.1869,0.0294,well8
7697.5,0.7263,0.0459,well8
7698.0,1.0859,0.0512,well8
7698.5,0.5124,0.0273,well8
7699.0,0.0125,0.0058,well8
7699.5,0.0004,1,well8
7700.0,0.0,0.0002,well8
7700.5,0.0,0.0,well8
7701.0,0.0,0.0,well8
7701.5,0.0,0.0,well8
7702.0,0.0,0.0002,well8
7702.5,1.6994,0.0088,well8
7703.0,333.8707,0.0699,well8
7703.5,1424.3165,0.1712,well8
7704.0,2543.6018,0.2231,well8
7704.5,2715.4233,0.2243,well8
7705.0,2099.8198,0.2174,well8
7705.5,1203.4958,0.2014,well8
7706.0,471.17,0.1773,well8
7706.5,183.13,0.1614,well8
7707.0,297.7424,168,well8
7707.5,886.8597,0.1922,well8
7708.0,1774.3452,0.2141,well8
7708.5,2224.1509,0.2219,well8
7709.0,2027.5204,0.2197,well8
7709.5,1724.6752,0.2161,well8
7710.0,1528.2559,0.2136,well8
7710.5,1193.5988,0.2068,well8
7711.0,676.8815,0.1869,well8
7711.5,229.0794,0.1508,well8
7712.0,36.2587,0.1069,well8
7712.5,5.4263,0.0786,well8
7713.0,17.9672,0.0907,well8
7713.5,130.2719,0.1334,well8
7714.0,256.0898,0.1644,well8
7714.5,185.6944,0.1489,well8
7715.0,46.5549,0.1001,well8
7715.5,2.7871,0.0615,well8
7716.0,0.4324,0.0365,well8
7716.5,0.1136,0.0121,well8
7717.0,0.0003,0.0008,well8
7717.5,0.0753,0.0102,well8
7718.0,16345,0.0532,well8
7718.5,207.5402,0.1247,well8
7719.0,1084.2128,0.1848,well8
7719.5,2030.5308,218,well8
7720.0,2249.7959,0.2289,well8
7720.5,1820.2595,0.2062,well8
7721.0,741.2838,0.1332,well8
7721.5,26.1744,0.0484,well8
7722.0,0.0287,0.0086,well8
7722.5,0.0016,0.0016,well8
7723.0,0.0,0.0,well8
7723.5,0.0,0.0,well8
7724.0,0.0,0.0,well8
7724.5,0.0,0.0,well8
7725.0,0.0002,0.0005,well8
7725.5,0.1511,0.0132,well8
7726.0,311.9422,0.0835,well8
7726.5,1166.9406,0.1906,well8
7727.0,2143.4341,0.2374,well8
7727.5,2254.1855,0.2235,well8
7728.0,1314.6167,0.2005,well8
7728.5,510.5904,0.1806,well8
7729.0,208.9353,0.1328,well8
7729.5,48.4398,0.0529,well8
7730.0,0.0241,0.0064,well8
7730.5,0.0,0.0003,well8
7731.0,1.2945,0.0008,well8
7731.5,77.3617,46,well8
7732.0,452222,0.1483,well8
7732.5,1313.3409,0.2264,well8
7733.0,2095335,0.2503,well8
7733.5,1928.9894,0.2472,well8
7734.0,1169.8253,0.2259,well8
7734.5,540.2466,0.1613,well8
7735.0,139.6997,0.0636,well8
7735.5,1.6142,0.0082,well8
7736.0,0.0001,0.0003,well8
7736.5,0.0,0.0,well8
7737.0,1,0.0012,well8
7737.5,79.5541,47,well8
7738.0,470.0578,0.1489,well8
7738.5,1668.4658,229,well8
7739.0,3205354,0.2606,well8
7739.5,3442.4299,0.2632,well8
7740.0,2305.2834,0.2401,well8
7740.5,1153.5404,0.2065,well8
7741.0,491.2399,0.1801,well8
7741.5,236.5079,0.1679,well8
7742.0,184.3719,0.1637,well8
7742.5,121.0672,0.1351,well8
7743.0,35.9359,0.0781,well8
7743.5,1.8671,0.0399,well8
7744.0,113.0437,0.0687,well8
7744.5,742.0887,156,well8
7745.0,1744.7247,0.2241,well8
7745.5,3004.5798,0.2567,well8
7746.0,4919.7539,0.2812,well8
7746.5,6841.2798,0.2971,well8
7747.0,7883.9619,0.3052,well8
7747.5,7873.3042,305,well8
7748.0,6885.8105,0.2979,well8
7748.5,4768.1255,0.2793,well8
7749.0,2023.7045,0.2007,well8
7749.5,353.9502,74,well8
7750.0,0.0268,0.0071,well8
7750.5,0.0147,0.0063,well8
7751.0,8.0659,0.04,well8
7751.5,98.3186,0.1082,well8
7752.0,344796,165,well8
7752.5,560.5537,0.1863,well8
7753.0,489.9215,0.1832,well8
7753.5,237.3066,0.1405,well8
7754.0,61.4782,0.0941,well8
7754.5,30.4481,0.1067,well8
7755.0,74.6432,0.1368,well8
7755.5,207.3332,0.1558,well8
7756.0,519.9905,0.1781,well8
7756.5,1083.6797,0.1976,well8
7757.0,1928.0057,0.2138,well8
7757.5,2363.6501,0.2265,well8
7758.0,1895.8618,0.2334,well8
7758.5,1490.3967,0.2307,well8
7759.0,1404.7715,0.2188,well8
7759.5,1048.6018,0.2054,well8
7760.0,716091,0.1975,well8
7760.5,565432,0.1918,well8
7761.0,337.1124,0.1457,well8
7761.5,94.7361,0.0585,well8
7762.0,0.0297,0.0106,well8
7762.5,0.1972,0.0123,well8
7763.0,8.96,0.0457,well8
7763.5,80.6353,0.1101,well8
7764.0,219.1446,0.1581,well8
7764.5,284.0154,0.1691,well8
7765.0,222.9415,0.1628,well8
7765.5,143.4381,0.1529,well8
7766.0,105.8959,0.1462,well8
7766.5,111.0079,146,well8
7767.0,173.1797,0.1537,well8
7767.5,299.1111,0.1659,well8
7768.0,392.1927,0.1745,well8
7768.5,314.1436,0.1681,well8
7769.0,131.3189,0.1194,well8
7769.5,21.5375,0.0428,well8
7770.0,0.2282,0.0034,well8
7770.5,0.0,0.0001,well8
7771.0,0.0,0.0,well8
7771.5,0.0,0.0001,well8
7772.0,0.1876,0.0036,well8
7772.5,13.8507,0.0411,well8
7773.0,27.5276,0.0804,well8
7773.5,13.9876,0.0525,well8
7774.0,0.0623,0.0124,well8
7774.5,0.0062,6,well8
7775.0,0.0067,0.0063,well8
7775.5,0.0043,0.0048,well8
7776.0,0.0029,0.0038,well8
7776.5,0.0079,0.0062,well8
7777.0,0.2845,0.0218,well8
7777.5,35.4452,0.0715,well8
7778.0,69.3507,0.1079,well8
7778.5,34.2756,0.0721,well8
7779.0,0.3292,0.0273,well8
7779.5,0.2203,0.0277,well8
7780.0,4.4829,0.0584,well8
7780.5,15.0368,0.0975,well8
7781.0,23.2654,0.1171,well8
7781.5,18.6261,0.1002,well8
7782.0,6.2969,0.0621,well8
7782.5,0.3909,0.0415,well8
7783.0,0.4308,0.0424,well8
7783.5,8.0929,0.0661,well8
7784.0,30.5405,0.1091,well8
7784.5,59.5553,137,well8
7785.0,59.3143,0.12,well8
7785.5,22.4749,0.0674,well8
7786.0,0.2071,0.0267,well8
7786.5,0.0351,0.0091,well8
7787.0,0.0009,0.0012,well8
7787.5,0.0,0.0001,well8
7788.0,0.0,0.0,well8
7788.5,0.0,0.0,well8
7789.0,0.0,0.0,well8
7789.5,0.0012,0.0014,well8
7790.0,0.0819,0.0123,well8
7790.5,15495,55,well8
7791.0,40.5927,0.1103,well8
7791.5,41.9165,0.1284,well8
7792.0,30.1156,0.1222,well8
7792.5,31.3079,123,well8
7793.0,49.8391,0.1314,well8
7793.5,80.5143,0.1414,well8
7794.0,101.4586,0.1461,well8
7794.5,103.1099,146,well8
7795.0,107.6253,0.1468,well8
7795.5,133.0693,0.1515,well8
7796.0,175.8271,0.1576,well8
7796.5,236.3074,0.1635,well8
7797.0,319.1596,169,well8
7797.5,422.1746,174,well8
7798.0,534257,0.1784,well8
7798.5,611.6705,0.1811,well8
7799.0,606.6603,0.1805,well8
7799.5,511.2345,0.1761,well8
7800.0,391.8375,0.17,well8
7800.5,302.4299,0.1652,well8
7801.0,211.8818,0.1575,well8
7801.5,111.4689,0.1432,well8
7802.0,41.1132,0.1052,well8
7802.5,8.9051,0.0457,well8
7803.0,0.0474,0.0134,well8
7803.5,0.5045,0.0247,well8
7804.0,16.2623,0.0685,well8
7804.5,47.1433,0.1191,well8
7805.0,47.9893,0.1199,well8
7805.5,16.9231,0.0778,well8
7806.0,0.6389,0.0465,well8
7806.5,0.2202,0.0279,well8
7807.0,0.0445,0.0152,well8
7807.5,0.0304,0.0136,well8
7808.0,121,0.0217,well8
7808.5,6919,0.0548,well8
7809.0,13.4565,0.0772,well8
7809.5,6.7789,44,well8
7810.0,0.1514,0.0087,well8
7810.5,1,0.0015,well8
7811.0,0.0,0.0002,well8
7811.5,0.0,0.0,well8
7812.0,0.0,0.0,well8
7812.5,0.0,0.0,well8
7813.0,0.0,0.0,well8
7813.5,0.0006,1,well8
7814.0,0.0025,0.0033,well8
7814.5,0.0057,0.0056,well8
7815.0,1.2918,0.0153,well8
7815.5,62.9773,0.0649,well8
7816.0,203.2617,0.14,well8
7816.5,311.8,0.1768,well8
7817.0,370.3525,0.1815,well8
7817.5,438.3881,0.1855,well8
7818.0,586.1796,0.1908,well8
7818.5,877.3037,0.1981,well8
7819.0,1258.0557,0.2047,well8
7819.5,1532.4307,208,well8
7820.0,1439.3766,0.2065,well8
7820.5,873.0101,165,well8
7821.0,243.1511,0.0756,well8
7821.5,3.7743,0.0129,well8
7822.0,,,well8
7822.5,0.6223,0.0,well8
7823.0,0.8526,0.0006,well8
7823.5,4.6164,0.0159,well8
7824.0,129.0774,0.0733,well8
7824.5,379.0992,0.1442,well8
7825.0,542.9581,0.1729,well8
7825.5,675855,0.1762,well8
7826.0,1020.8237,0.1845,well8
7826.5,1718.1957,0.1958,well8
7827.0,2654.7153,206,well8
7827.5,3364269,211,well8
7828.0,3407.7737,209,well8
7828.5,2975.9958,0.2032,well8
7829.0,2606.4155,0.1988,well8
7829.5,2478.4543,198,well8
7830.0,2347.2258,0.1979,well8
7830.5,2050.7498,0.1954,well8
7831.0,1829.2465,0.1936,well8
7831.5,1918.4564,0.1957,well8
7832.0,2312.1951,201,well8
7832.5,2670.0667,0.2046,well8
7833.0,2610.1084,0.2027,well8
7833.5,2199.3853,0.1967,well8
7834.0,1809.6592,0.1912,well8
7834.5,1658.5742,0.1894,well8
7835.0,1755.5697,0.1913,well8
7835.5,1981.2572,0.1946,well8
7836.0,2052675,0.1952,well8
7836.5,1830191,0.1912,well8
7837.0,1519.9888,0.1865,well8
7837.5,1348.5083,0.1848,well8
7838.0,1331.7273,0.1863,well8
7838.5,1392.8352,0.1885,well8
7839.0,1565.5226,0.1917,well8
7839.5,2064.9329,0.1982,well8
7840.0,3019874,0.2078,well8
7840.5,4104.0146,0.2158,well8
7841.0,4560.5049,0.2179,well8
7841.5,4060.2283,0.2137,well8
7842.0,3210.1274,0.2068,well8
7842.5,2454.9456,0.1992,well8
7843.0,1796.8501,0.1903,well8
7843.5,1360.9272,0.1833,well8
7844.0,1229.0375,0.1811,well8
7844.5,1252.6176,0.1816,well8
7845.0,1281.2606,0.1819,well8
7845.5,1347.3704,0.1829,well8
7846.0,1597.1865,0.1875,well8
7846.5,1966.0685,0.1938,well8
7847.0,2178.5042,197,well8
7847.5,2189.2776,0.1974,well8
7848.0,2207.6104,0.1978,well8
7848.5,2307.1482,0.1986,well8
7849.0,2438.9211,0.1992,well8
7849.5,2640.9675,0.2007,well8
7850.0,2972.1836,204,well8
7850.5,3245.6384,0.2072,well8
7851.0,3200.7263,0.2077,well8
7851.5,2953.2988,0.2059,well8
7852.0,2853.2112,205,well8
7852.5,3063.4834,0.2068,well8
7853.0,3385137,0.2095,well8
7853.5,3571.01,0.2112,well8
7854.0,3669.7458,0.2121,well8
7854.5,3992.4231,0.2144,well8
7855.0,4547.0889,0.2182,well8
7855.5,5015.2168,0.2213,well8
7856.0,5189.5566,0.2226,well8
7856.5,5182.9302,0.2226,well8
7857.0,5555.2979,0.2245,well8
7857.5,6506.4185,0.2292,well8
7858.0,7466.7012,0.2347,well8
7858.5,7648.1553,0.2382,well8
7859.0,6654.0522,0.2374,well8
7859.5,5240.2808,0.2339,well8
7860.0,4515.4062,0.2317,well8
7860.5,4693.3667,0.2318,well8
7861.0,5400.5957,0.2327,well8
7861.5,6590.7427,0.2341,well8
7862.0,8368.0371,0.2378,well8
7862.5,9493.1387,0.2404,well8
7863.0,8121.1387,234,well8
7863.5,5007.1338,0.2176,well8
7864.0,2601.9041,0.1993,well8
7864.5,1541.0724,0.1871,well8
7865.0,1241.7092,0.1833,well8
7865.5,1370.3416,0.1866,well8
7866.0,1725.9357,0.1945,well8
7866.5,2003.5605,0.2017,well8
7867.0,2007.8063,204,well8
7867.5,1790.6259,0.2012,well8
7868.0,1587634,0.1968,well8
7868.5,1494.1223,0.1929,well8
7869.0,1356.6946,0.1885,well8
7869.5,1165.3236,0.1845,well8
7870.0,1088.3367,0.1835,well8
7870.5,1286.5745,0.1873,well8
7871.0,1788.5225,0.1945,well8
7871.5,2340.5671,0.2004,well8
7872.0,2587.4534,0.2016,well8
7872.5,2454.6729,0.1987,well8
7873.0,2127.1216,0.1943,well8
7873.5,1846.7859,191,well8
7874.0,1757.6273,0.1909,well8
7874.5,1877.9856,0.1943,well8
7875.0,2070.1201,0.1978,well8
7875.5,2034.0164,196,well8
7876.0,1729.9778,0.1889,well8
7876.5,1513181,0.1833,well8
7877.0,1599.9137,0.1834,well8
7877.5,1856.7227,0.1867,well8
7878.0,2089989,0.1895,well8
7878.5,2387864,193,well8
7879.0,2934.6746,199,well8
7879.5,3421.0317,0.2036,well8
7880.0,3255271,0.2017,well8
7880.5,2577.7478,0.1948,well8
7881.0,2029.6279,0.1894,well8
7881.5,1825.8401,189,well8
7882.0,1786901,192,well8
7882.5,1682.7228,0.1942,well8
7883.0,1526.4094,0.1935,well8
7883.5,1463786,0.1914,well8
7884.0,1541.5092,0.1901,well8
7884.5,1795.1207,0.1913,well8
7885.0,2192.9988,0.1945,well8
7885.5,2682.8062,0.1983,well8
7886.0,3294.1245,0.2027,well8
7886.5,4060.0254,0.2078,well8
7887.0,4843.3721,0.2129,well8
7887.5,5202.2891,0.2155,well8
7888.0,4821.9995,0.2134,well8
7888.5,3905.6018,0.2068,well8
7889.0,3189323,201,well8
7889.5,2613.3428,0.1932,well8
7890.0,1464.8419,0.1613,well8
7890.5,385.0159,0.0928,well8
7891.0,35.4493,0.0279,well8
7891.5,24033,0.0278,well8
7892.0,409.3497,0.0925,well8
7892.5,1437.4246,0.1635,well8
7893.0,2469.1643,0.1964,well8
7893.5,2819.0339,0.2003,well8
7894.0,2693748,0.1977,well8
7894.5,2535.3398,0.1951,well8
7895.0,2496.9365,0.1944,well8
7895.5,2564.8108,0.1955,well8
7896.0,2564.7273,0.1959,well8
7896.5,2431.8374,0.1942,well8
7897.0,2370.8997,193,well8
7897.5,2514.7229,0.1945,well8
7898.0,2664.7358,0.1964,well8
7898.5,2595.7317,0.1964,well8
7899.0,2406.2961,0.1951,well8
7899.5,2312.4634,0.1947,well8
7900.0,2379866,0.1957,well8
7900.5,2503.3386,197,well8
7901.0,2581.4143,0.1973,well8
7901.5,2642.1697,0.1975,well8
7902.0,2756.4761,0.1989,well8
7902.5,3044.4272,0.2027,well8
7903.0,3539.3018,0.2086,well8
7903.5,4162.7749,0.2146,well8
7904.0,4650.7427,0.2186,well8
7904.5,4319.7368,0.2155,well8
7905.0,3012.3394,0.2007,well8
7905.5,1662.6823,0.1804,well8
7906.0,1322.6986,0.1735,well8
7906.5,2005712,0.1854,well8
7907.0,3064.6179,0.2005,well8
7907.5,3656.3357,0.2076,well8
7908.0,3743.1851,0.2093,well8
7908.5,4055.5156,0.2121,well8
7909.0,4234.5518,0.2138,well8
7909.5,3762.6213,0.2103,well8
7910.0,2912.6853,0.2025,well8
7910.5,2156.6799,0.1938,well8
7911.0,1949.7903,0.1905,well8
7911.5,2388.2095,0.1953,well8
7912.0,2977.6462,0.2016,well8
7912.5,3029.3162,0.2019,well8
7913.0,2556.9937,0.1966,well8
7913.5,1994.6801,0.1896,well8
7914.0,1566.3616,0.1834,well8
7914.5,1336.4869,0.18,well8
7915.0,1346.8612,0.1807,well8
7915.5,1549.85,0.1845,well8
7916.0,1750.4039,0.1876,well8
7916.5,1751.1572,187,well8
7917.0,1642.2479,0.1848,well8
7917.5,1644431,0.1848,well8
7918.0,1840.7306,0.1876,well8
7918.5,2160.2966,0.1915,well8
7919.0,2430.6992,0.1939,well8
7919.5,2576.6577,0.1944,well8
7920.0,2519.7922,193,well8
7920.5,2333.1934,0.1908,well8
7921.0,2405.5647,192,well8
7921.5,3038.4443,199,well8
7922.0,3909.0483,0.2072,well8
7922.5,4189.1309,0.2098,well8
7923.0,3810.5859,0.2066,well8
7923.5,3517.3411,0.2037,well8
7924.0,3712.9292,0.2049,well8
7924.5,4249.9194,0.2089,well8
7925.0,4843.8003,0.2133,well8
7925.5,5119.1387,0.2159,well8
7926.0,4478.1904,0.2123,well8
7926.5,2963.1428,0.1994,well8
7927.0,1642.3278,0.1831,well8
7927.5,1163.5001,0.1745,well8
7928.0,1385.1692,0.1784,well8
7928.5,2123.0571,0.1895,well8
7929.0,3200.5303,0.2014,well8
7929.5,4177.7642,0.2099,well8
7930.0,4498769,0.2123,well8
7930.5,4106.0527,0.21,well8
7931.0,3487.9907,0.2061,well8
7931.5,2881.1816,0.2015,well8
7932.0,2365.9485,0.1964,well8
7932.5,2107.7952,0.1927,well8
7933.0,2145.6514,0.1923,well8
7933.5,2291.3425,0.1935,well8
7934.0,2429.6987,0.1946,well8
7934.5,2746.4976,0.1978,well8
7935.0,3157498,0.2021,well8
7935.5,3286.8093,0.2033,well8
7936.0,3074.6775,0.2007,well8
7936.5,2880.8086,0.1978,well8
7937.0,2930417,0.1975,well8
7937.5,2939.8806,0.1974,well8
7938.0,2668281,0.1946,well8
7938.5,2274.1804,0.1903,well8
7939.0,1941.1652,0.1864,well8
7939.5,1709.5603,0.1831,well8
7940.0,1614.8041,0.1815,well8
7940.5,1791.6227,0.1841,well8
7941.0,2281.3372,191,well8
7941.5,2776.2307,0.1971,well8
7942.0,2962.8457,0.1994,well8
7942.5,2834.5583,0.1984,well8
7943.0,2581.2009,0.1965,well8
7943.5,2376.2468,0.1952,well8
7944.0,2432.8484,197,well8
7944.5,2818.5129,0.2022,well8
7945.0,3237.1016,0.2068,well8
7945.5,3436.4536,0.2085,well8
7946.0,3650.9983,0.2094,well8
7946.5,4232.9639,0.2123,well8
7947.0,4834.7959,0.2154,well8
7947.5,4877.5913,0.2152,well8
7948.0,4336.9429,0.2116,well8
7948.5,3638.9666,207,well8
7949.0,3315.9241,0.2048,well8
7949.5,3527.6099,0.2063,well8
7950.0,3945.1521,0.2092,well8
7950.5,4226.6782,0.2113,well8
7951.0,4112.3267,0.2106,well8
7951.5,3286.9016,0.2027,well8
7952.0,1981.5084,0.1849,well8
7952.5,1017.8201,0.1662,well8
7953.0,902.8481,0.1628,well8
7953.5,1847.9916,0.1798,well8
7954.0,3629.4805,0.2019,well8
7954.5,4915.6953,0.2131,well8
7955.0,4776.1768,0.2122,well8
7955.5,4108.7041,0.2072,well8
7956.0,3859.4551,0.2052,well8
7956.5,4014.4265,0.2061,well8
7957.0,4265.1289,0.2077,well8
7957.5,4229293,0.2072,well8
7958.0,3819.0122,204,well8
7958.5,3388.9534,0.2006,well8
7959.0,3329.4985,0.2003,well8
7959.5,3704.8489,0.2042,well8
7960.0,3964.0898,0.2083,well8
7960.5,3489.0288,0.2066,well8
7961.0,2521.4211,0.1991,well8
7961.5,1878.7726,0.1927,well8
7962.0,1921.5217,0.1928,well8
7962.5,2393666,197,well8
7963.0,2819.0222,0.1995,well8
7963.5,3003.2302,0.1997,well8
7964.0,3068.0601,0.1997,well8
7964.5,3091.0381,0.2001,well8
7965.0,3286.3926,0.2024,well8
7965.5,3851.1057,0.2073,well8
7966.0,4640.3438,213,well8
7966.5,5355.2954,0.2174,well8
7967.0,5787.2881,0.2199,well8
7967.5,5581.9175,0.2192,well8
7968.0,4579.4243,0.2137,well8
7968.5,3361009,0.2059,well8
7969.0,2703051,0.2009,well8
7969.5,2759.6416,0.2009,well8
7970.0,3265.4629,0.2046,well8
7970.5,4052.9954,0.2104,well8
7971.0,5034.7988,0.2172,well8
7971.5,5800019,0.2223,well8
7972.0,5936.9126,0.2244,well8
7972.5,5553.1875,0.2243,well8
7973.0,4981.6973,223,well8
7973.5,4344.2881,0.2203,well8
7974.0,3675.0337,0.2153,well8
7974.5,3145.1182,0.2098,well8
7975.0,2788.0845,0.2055,well8
7975.5,2475.0525,0.2027,well8
7976.0,2252.0627,0.2013,well8
7976.5,2168.8186,0.2012,well8
7977.0,2229.9983,0.2017,well8
7977.5,2483.5234,0.2031,well8
7978.0,3082.5288,0.2062,well8
7978.5,4331.8267,0.2125,well8
7979.0,5965.3477,0.2199,well8
7979.5,6911.0864,0.2234,well8
7980.0,6754.4033,222,well8
7980.5,6354.9668,0.22,well8
7981.0,6644.9932,0.2215,well8
7981.5,7262.6597,0.2246,well8
7982.0,7306.8877,0.2249,well8
7982.5,6797.3047,0.2226,well8
7983.0,6476.0503,0.2213,well8
7983.5,6694.1489,0.2228,well8
7984.0,7193.1294,0.2255,well8
7984.5,7699.1021,0.2276,well8
7985.0,8362.7334,0.2298,well8
7985.5,9412.4365,0.2327,well8
7986.0,10084.0674,0.2344,well8
7986.5,9497.7012,0.2324,well8
7987.0,8439.2051,229,well8
7987.5,7910.4043,0.2276,well8
7988.0,7958.2993,0.2283,well8
7988.5,8042.6553,0.2287,well8
7989.0,7651.0991,0.2273,well8
7989.5,6945.2891,0.2248,well8
7990.0,6427.8706,0.2229,well8
7990.5,6700.9331,0.2243,well8
7991.0,8064.8623,0.23,well8
7991.5,9941.5674,0.2373,well8
7992.0,10780.3057,241,well8
7992.5,9427.8662,0.2379,well8
7993.0,6870.0405,0.2289,well8
7993.5,4705.0454,0.2182,well8
7994.0,3549762,0.2101,well8
7994.5,3279.4614,0.2068,well8
7995.0,3549.6963,0.2079,well8
7995.5,3920.9392,0.2105,well8
7996.0,4059.9175,0.2119,well8
7996.5,3943.2351,0.2118,well8
7997.0,3835.7637,0.2118,well8
7997.5,3927.6519,0.2129,well8
7998.0,4001.9617,0.2132,well8
7998.5,3956.5908,0.2119,well8
7999.0,3937.1252,0.2105,well8
7999.5,4088.8491,0.2109,well8
8000.0,4426.0571,0.2131,well8
8000.5,4982.7627,0.2171,well8
8001.0,5960063,0.2226,well8
8001.5,7114.5542,0.2274,well8
8002.0,7591.5591,0.2285,well8
8002.5,7124.4834,0.2253,well8
8003.0,6297.5537,0.2212,well8
8003.5,5753.8418,219,well8
8004.0,5659.7217,0.2192,well8
8004.5,5682.2354,0.2195,well8
8005.0,5539.0835,0.2181,well8
8005.5,5430.4492,0.2165,well8
8006.0,5580.9976,0.2167,well8
8006.5,5912.6123,219,well8
8007.0,6255.0435,0.2218,well8
8007.5,6413.5547,0.2237,well8
8008.0,6326.2871,0.2248,well8
8008.5,5998.0918,0.2252,well8
8009.0,5649.3765,0.2248,well8
8009.5,5318.5737,0.2228,well8
8010.0,4705.9341,0.2177,well8
8010.5,3945.9966,0.2109,well8
8011.0,3367.9333,0.2052,well8
8011.5,3074.8015,0.2025,well8
8012.0,3112.7036,0.2034,well8
8012.5,3341.8799,0.2062,well8
8013.0,3457.4932,208,well8
8013.5,3242.7441,0.2068,well8
8014.0,2836.3638,0.2031,well8
8014.5,2723.6516,0.2019,well8
8015.0,3285.4275,0.2069,well8
8015.5,4512.6602,0.2165,well8
8016.0,5684.7871,0.2243,well8
8016.5,5907.6519,0.2252,well8
8017.0,5525.4971,0.2222,well8
8017.5,5598.5723,0.2214,well8
8018.0,6235.9336,0.2235,well8
8018.5,6686.6719,0.2248,well8
8019.0,6495.8257,0.2233,well8
8019.5,6175.5776,0.2213,well8
8020.0,6173.8618,0.2211,well8
8020.5,6266.2231,0.2213,well8
8021.0,6187.1855,0.2207,well8
8021.5,5948.6475,0.2194,well8
8022.0,5582.0049,0.2176,well8
8022.5,4935.6289,0.2139,well8
8023.0,4151.7876,209,well8
8023.5,3659.7188,0.2061,well8
8024.0,3730.54,0.2079,well8
8024.5,4286.1143,0.2142,well8
8025.0,4729.5879,0.2199,well8
8025.5,4410.0483,0.2192,well8
8026.0,3477.1079,0.2118,well8
8026.5,2674.7881,0.2025,well8
8027.0,2477.6472,0.1982,well8
8027.5,2840.0276,0.2003,well8
8028.0,3181.2793,0.2032,well8
8028.5,2940.7971,0.2007,well8
8029.0,2432.7258,0.1951,well8
8029.5,2337.3052,0.1939,well8
8030.0,2836418,0.1995,well8
8030.5,3598.6226,0.2072,well8
8031.0,4116.7339,0.2118,well8
8031.5,4359.5176,0.2132,well8
8032.0,4759.9795,0.2152,well8
8032.5,5903.6309,0.2209,well8
8033.0,8125.2554,0.2303,well8
8033.5,10814.3984,0.2396,well8
8034.0,12562.5996,0.2445,well8
8034.5,12026.7354,0.2425,well8
8035.0,9600.8281,0.2346,well8
8035.5,7168.0513,0.2257,well8
8036.0,6027.9385,221,well8
8036.5,6142.3535,0.2218,well8
8037.0,6462.3237,0.2239,well8
8037.5,6004.8945,0.2224,well8
8038.0,5081.8125,0.2184,well8
8038.5,4680.5366,0.2167,well8
8039.0,5270.6763,0.2198,well8
8039.5,6551.6709,0.2254,well8
8040.0,7748.4922,0.2295,well8
8040.5,7990.6309,0.2295,well8
8041.0,7072.9844,0.2252,well8
8041.5,5666.5732,0.2188,well8
8042.0,4643438,214,well8
8042.5,4373.5981,0.2137,well8
8043.0,4687.6436,0.2171,well8
8043.5,5341.2949,0.2224,well8
8044.0,6186.1089,0.2277,well8
8044.5,7053.7656,0.2314,well8
8045.0,7784.5781,0.2333,well8
8045.5,8293.1367,0.2338,well8
8046.0,8148731,0.2322,well8
8046.5,7253.0518,0.2282,well8
8047.0,6566.3638,0.2258,well8
8047.5,6948.7632,0.2286,well8
8048.0,7986.1084,0.2347,well8
8048.5,8174.3657,0.2379,well8
8049.0,6841.6543,0.2339,well8
8049.5,4848.9277,0.2239,well8
8050.0,3143.4822,0.2105,well8
8050.5,2020.6064,0.1965,well8
8051.0,1395962,0.1851,well8
8051.5,1079.0065,0.1778,well8
8052.0,839.1954,171,well8
8052.5,555.0784,0.1593,well8
8053.0,311.4809,0.1444,well8
8053.5,195.3906,0.1342,well8
8054.0,192656,0.1345,well8
8054.5,306621,0.1442,well8
8055.0,598.2523,0.1593,well8
8055.5,1203.9432,0.1763,well8
8056.0,2021.1384,0.1908,well8
8056.5,2610.9099,0.1987,well8
8057.0,2685.9805,0.1994,well8
8057.5,2342.1243,0.1951,well8
8058.0,1854957,0.1885,well8
8058.5,1475.6367,183,well8
8059.0,1375.8016,0.1821,well8
8059.5,1580.3672,0.1864,well8
8060.0,1876.9258,0.1914,well8
8060.5,2124.7832,0.1949,well8
8061.0,2567.8826,0.1998,well8
8061.5,3473.8618,0.2079,well8
8062.0,4625.4683,0.2163,well8
8062.5,5264.0674,0.2203,well8
8063.0,4634623,0.2162,well8
8063.5,2984.3372,0.2032,well8
8064.0,1675.6434,0.19,well8
8064.5,1384.7557,0.1874,well8
8065.0,1878.4152,0.1957,well8
8065.5,2624.7212,0.2041,well8
8066.0,2921.1221,0.2049,well8
8066.5,2675.0601,0.2003,well8
8067.0,2314.6882,0.1955,well8
8067.5,2120.1116,193,well8
8068.0,2087.9529,0.1929,well8
8068.5,2034.7684,0.1925,well8
8069.0,1840.03,0.1894,well8
8069.5,1611.4899,185,well8
8070.0,1588.2889,0.1834,well8
8070.5,2072.1028,0.1888,well8
8071.0,3149.5278,0.1997,well8
8071.5,4391.3672,0.2095,well8
8072.0,4907.8569,0.2124,well8
8072.5,4396207,0.2085,well8
